U,Z1,Z2,A_obs,W,Y_obs,Y_struct,doA
7.739560485559633,-2.7195784791914037,0.21129117916043205,33.89471026066775,28.10528589929992,30.319314694740648,56.43016424526046,10.0
4.388784397520523,1.673692688808064,-2.2847768498590484,22.253918880743974,25.671059606072458,44.684145718995126,56.48699416423472,10.02002002002002
8.585979199113824,-1.5175854789101086,2.0577669993259673,34.45833865361225,31.84405522410634,35.18925087464977,56.543596496626385,10.04004004004004
6.973680290593639,-2.174428633095375,-0.8852378412536397,33.03374277881105,25.553515500801588,28.40833299180448,56.5999511444396,10.06006006006006
0.9417734788764953,1.0094196925442074,1.3532524157457217,24.642442037489303,24.866693594023456,39.738944742681184,56.65609342798636,10.08008008008008
9.756223516367559,-0.08202012383909713,2.0812750326203564,36.049790634730556,42.83389912077207,72.75967133210379,56.712016262320105,10.1001001001001
7.61139701990353,-1.378288806281495,1.836458036594038,32.485669092125605,30.441845184498078,38.094246812584075,56.76771153040712,10.12012012012012
7.860643052769538,-2.9485845855553086,-0.8910272232384607,34.11474364978181,28.89910306935625,31.273474905144685,56.82319279879999,10.14014014014014
1.2811363267554587,0.4000205523417022,2.1561345856724436,26.91293973421312,23.552598253969215,34.76302493202597,56.87842283769136,10.16016016016016
4.503859378955672,1.718098920949703,-3.7967772824844146,19.322630748152818,28.84965499516249,61.85724289012299,56.93340052427257,10.18018018018018
3.7079802423258124,1.0387172620282454,-1.1591141054168186,20.60375495640302,22.01998486779397,39.97143951893648,56.98818406233252,10.2002002002002
9.267649888486018,-2.3050055820104736,3.3670553765258893,37.03362108383955,38.45888228821723,47.91044353713832,57.04271272808368,10.22022022022022
6.438651200806645,-1.1277163484886308,-0.7483829782053891,31.50082774599244,26.89284809604707,33.35751047245613,57.09701916049095,10.24024024024024
8.227616132708299,-1.3312366067843642,1.0534545202078398,32.638331082851,31.37831036183276,38.73802101434677,57.15110439233866,10.26026026026026
4.4341419882733115,-0.8345237051767342,-2.4353674197578576,28.572331566872748,26.844034048884808,36.823302111408886,57.20493846179943,10.28028028028028
2.272387217847769,2.2090637392702166,0.31609984654139245,17.61272609597781,21.115351377925233,41.80529509624911,57.25848546980221,10.3003003003003
5.545847870158348,0.06301880450345321,-2.1355853872373243,26.130260767112212,27.649944478267404,41.834778153884066,57.311791820564295,10.32032032032032
0.6381725610417532,1.1550200241187287,1.055384634634196,23.657588583265785,25.533516590412333,41.86812275856491,57.36488001443071,10.34034034034034
8.27631171992582,-1.13477786133102,0.6474404552977485,31.543302355794022,30.65337596917718,38.66076046982835,57.41769134773507,10.36036036036036
6.316643991220649,-2.8764439847314573,-1.1553917535450688,33.71848909195621,24.80308571920047,27.448909733070877,57.47021384939635,10.38038038038038
7.580877400853739,-1.6663780565844155,-0.6656272656658199,32.80512731633209,29.08840481960185,34.3014233022632,57.52254107039925,10.4004004004004
3.545259681298684,1.2813342519984032,-2.0273836549113544,19.170669162969613,23.267441792766643,45.25537399678856,57.57464533093688,10.42042042042042
9.706980243949033,-0.8489329476686565,0.6059558041186703,36.081153050754246,41.135422662656936,61.923276257087444,57.62659105689227,10.44044044044044
8.931211213221976,-0.3738287487987598,1.9564541115379612,33.874251248011355,35.36005056617118,46.388552466315495,57.67826193351758,10.46046046046046
7.783834970737619,-0.4890049774951746,0.900113138445501,31.895256588921168,28.264621088304732,33.3996891710511,57.72966681615255,10.48048048048048
1.9463870785196757,3.674588830743878,0.9134062574523876,13.688732946607939,21.44878931761056,46.3470429374335,57.78078969793164,10.5005005005005
4.667210037270342,1.7299633305287725,-0.9912665609082542,27.968750191050898,31.833581794517468,50.07577568946893,57.83172373811588,10.52052052052052
0.43803765787228777,0.43379696114438493,2.0125946039085347,28.050307560764868,28.321247854617162,41.16401256300455,57.88246696399718,10.54054054054054
1.5428949206754783,2.001846280111074,1.5235510603614195,19.674717120062024,21.814201726636707,40.44473017869663,57.93298265954228,10.56056056056056
6.830489532424546,-1.058811603111383,-0.5128992296391359,28.23680022732525,27.83633342845552,40.11072949389224,57.9832826313542,10.58058058058058
7.447621559078171,-1.8777390576434132,-0.15734882851347481,34.49052796843036,28.0183897255769,30.010078063702057,58.033355252751406,10.6006006006006
9.6750973243421,-0.2746906417468225,1.4276485906172647,35.95906010295556,41.042055387875,62.14366518605586,58.083208068995745,10.62062062062062
3.2582535813815197,2.6010335604729673,1.296942564534934,17.380490381333427,20.523066679663987,40.38641096703855,58.132848559484145,10.64064064064064
3.704597060348689,1.3946940159195533,-1.8252506072174222,20.15304738268841,22.522367599486802,41.77737668276032,58.18224769709841,10.66066066066066
4.695558112758079,-0.34904280348013916,-2.6293986301330285,28.603592656017796,34.13233277974038,58.12201506897893,58.231408475585795,10.68068068068068
1.894713590842857,1.4426241651563965,1.1764314520688448,23.43253389848836,22.095539083943933,37.0555797417169,58.28036166537275,10.7007007007007
1.2992150533547164,2.0911722227828142,1.6216675101967053,19.21530996508885,25.434487179733875,51.36297680554702,58.32912978502032,10.72072072072072
4.757049262259337,0.30710987796716205,-3.3815346016396224,26.494380415704477,36.145558813143296,76.89619558938502,58.377706053302205,10.74074074074074
